DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Location,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Start Year,Start Month,End Year,End Month,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update,Admin Cities,Latitude,Longitude
1983-1326-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Storm,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,Northwest Region,No,No,No,2994204.0,3.5983913230428843,Kph,1983,4,1983,9,6.0,12.0,92.0,5.0,175.0,1447104.0,628553.0,4035850.0,1102773.0,2825133.0,3383598.0,78.86835512927578,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2015-09-25,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Najran']",26.806470994164705,39.85443686870718
1967-1327-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Extreme temperature,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Jeddah, Taif, Madinah, Tabuk, Al-Jouf",No,No,No,3983010.0,1.806457577112682,°C,1967,11,1967,11,2.0,8.0,90.0,6.0,160.0,2828583.0,791496.0,3341378.0,162144.0,1549225.0,4979714.0,6.215080869303378,"[{""adm1_code"":2626,""adm1_name"":""Jawf""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2009-01-26,2023-09-25,"['Jawf', 'Madinah', 'Makkah', 'Tabuk']",25.665742418413554,46.23854495903701
1985-1328-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Epidemic,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Taif",No,No,No,3452004.0,8.881658607288749,Vaccinated,1985,8,1985,10,4.0,10.0,86.0,5.0,138.0,1944264.0,2996755.0,4509666.0,3782025.0,545733.0,2744291.0,59.92866185515356,"[{""adm1_code"":2627,""adm1_name"":""Jizan""}]",2010-02-11,2023-09-25,['Jizan'],30.157985980535344,45.4931671064832
1986-1329-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Extreme temperature,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,Hafar al-Batin,No,No,No,2683624.0,4.976189182217653,°C,1986,7,1986,7,2.0,11.0,95.0,4.0,141.0,129951.0,139325.0,3109357.0,2331436.0,2568216.0,4381716.0,47.83940803605599,"[{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2014-07-18,2023-09-25,['Tabuk'],22.65789671090976,35.253647198845506
2011-1330-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Storm,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Hail, Jizan, Madinah, Makkah, Tabuk",No,No,No,3101580.0,1.2859871557269171,Kph,2011,7,2011,9,5.0,11.0,112.0,1.0,155.0,4436725.0,4380031.0,2255034.0,2334002.0,4988516.0,3541269.0,51.21340813736428,"[{""adm1_code"":2631,""adm1_name"":""Northern Frontier""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2009-06-22,2023-09-25,"['Northern Frontier', 'Riyad']",16.387844144358233,44.37529181252156
1995-1331-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Extreme temperature,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,Hafar al-Batin,No,No,No,1730314.0,3.4594602603826976,°C,1995,12,1995,12,8.0,8.0,109.0,2.0,164.0,166402.0,678395.0,3443918.0,1551326.0,4480302.0,3529678.0,101.1250725279248,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2009-03-10,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Najran']",23.508847941760116,48.869342267637926
2011-1332-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Extreme temperature,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,"Jeddah, Makkah",No,No,No,4518177.0,5.105132012106217,°C,2011,1,2011,8,7.0,15.0,88.0,0.0,147.0,1875553.0,312820.0,165682.0,1992921.0,4858135.0,559880.0,76.39774760832995,"[{""adm1_code"":2624,""adm1_name"":""Eastern Province""}]",2024-05-15,2023-09-25,['Eastern Province'],22.790340683976574,47.90555205920721
1980-1333-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Epidemic,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Taif",No,No,No,1880369.0,6.732429118231996,Vaccinated,1980,11,1980,11,4.0,5.0,116.0,3.0,156.0,2609091.0,3450251.0,2032786.0,1611472.0,2483399.0,118469.0,6.937923999517377,"[{""adm1_code"":2627,""adm1_name"":""Jizan""}]",2010-11-01,2023-09-25,['Jizan'],18.753597642397796,39.58147539024549
2000-1334-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,"Riyadh, Northern Borders",No,No,No,1398076.0,4.790081229909762,Km2,2000,1,2000,2,2.0,9.0,100.0,2.0,159.0,4340229.0,2453564.0,3731390.0,3201961.0,3769550.0,4696546.0,38.85675546940966,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2014-10-24,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Riyad']",31.49906320340869,36.25768577006721
2001-1335-SAU,No,nat-hyd-flo-flo,Natural,Biological,Extreme temperature,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,Tabuk,No,No,No,3329617.0,2.47412060936595,°C,2001,2,2001,10,6.0,8.0,97.0,3.0,154.0,3104649.0,1736437.0,4146890.0,52473.0,2581104.0,2738625.0,47.999440429264965,"[{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2015-02-18,2023-09-25,['Tabuk'],17.34402743233001,45.22289044829975
2014-1336-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,4989806.0,2.312245851675115,Km2,2014,1,2014,4,1.0,8.0,113.0,0.0,163.0,1093514.0,2664768.0,696802.0,2417861.0,1562974.0,1729356.0,81.04151584487886,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2012-09-17,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Riyad']",25.90548952433792,37.15537410892601
1990-1337-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Extreme temperature,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Jeddah, Taif, Madinah, Tabuk, Al-Jouf",No,No,No,2160240.0,6.674176093358504,°C,1990,10,1990,11,4.0,9.0,134.0,3.0,154.0,4269814.0,3649851.0,4043573.0,4948495.0,3507565.0,808706.0,87.56857552597829,"[{""adm1_code"":2626,""adm1_name"":""Jawf""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2017-03-19,2023-09-25,"['Jawf', 'Madinah', 'Makkah', 'Tabuk']",22.83370500539268,43.32040528470587
1965-1338-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Storm,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,"Jeddah, Makkah",No,No,No,2631748.0,2.136492875544498,Kph,1965,12,1965,12,2.0,10.0,90.0,4.0,160.0,2400726.5,2527632.0,2589600.5,2686379.0,2570131.0,2441360.0,11.045045856793696,"[{""adm1_code"":2628,""adm1_name"":""Madinah""}]",2012-06-22,2023-09-25,['Madinah'],29.272358644613995,49.62603383898075
1999-1339-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Extreme temperature,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Asir, Najran, Riyadh",No,No,No,1899793.0,5.850535578996256,°C,1999,1,1999,6,4.0,11.0,95.0,2.0,152.0,2818429.0,3572388.0,712545.0,3635349.0,1100854.0,2037190.0,54.40648315297886,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2014-07-12,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Riyad']",31.52960108571933,43.32397466561515
2011-1340-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Storm,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Madinah, Asir, Jizan, Najran, Baha",No,No,No,118508.0,2.2708215355516463,Kph,2011,2,2011,4,3.0,14.0,122.0,2.0,146.0,1491684.0,3156514.0,616296.0,142774.0,4352760.0,1656862.0,33.8473063861116,"[{""adm1_code"":2628,""adm1_name"":""Madinah""}]",2022-09-29,2023-09-25,['Madinah'],26.32015704786508,40.931075157945614
1995-1341-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Extreme temperature,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Najran, Jizan",No,No,No,2913559.0,7.775380796407256,°C,1995,10,1995,10,5.0,10.0,95.0,5.0,156.0,1628394.0,1890305.0,4460216.0,142605.0,1772197.0,3533746.0,34.8263485183701,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2022-03-03,2023-09-25,"['Asir', 'Baha', 'Hail', 'Jizan', 'Madinah', 'Makkah', 'Tabuk']",29.4036655779625,37.29125647501425
1984-1342-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Flood,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,"Jeddah, Makkah",No,No,No,4291475.0,2.34570881867368,Km2,1984,10,1984,11,6.0,10.0,112.0,2.0,142.0,2469903.0,1350234.0,4563162.0,454586.0,4457699.0,4889406.0,83.51274049237766,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2014-02-02,2023-09-25,"['Asir', 'Baha', 'Hail', 'Jizan', 'Madinah', 'Makkah', 'Tabuk']",24.08092480432654,42.878756972457325
1988-1343-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Extreme temperature,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,Jeddah,No,No,No,3427343.0,6.020958991861647,°C,1988,7,1988,11,9.0,4.0,80.0,3.0,141.0,641601.0,695064.0,1319906.0,78728.0,1061322.0,2015107.0,72.92940437541706,"[{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2007-04-11,2023-09-25,['Makkah'],18.258656531152475,35.383684747927525
1964-1344-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Storm,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Makkah",No,No,No,1750413.0,5.792949478560866,Kph,1964,8,1964,11,5.0,12.0,123.0,3.0,152.0,3095069.0,1408509.0,1247300.0,1932750.0,595855.0,881057.0,22.940320935578804,"[{""adm1_code"":2631,""adm1_name"":""Northern Frontier""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2008-09-08,2023-09-25,"['Northern Frontier', 'Riyad']",29.97695363636181,41.48406931682253
1960-1345-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Storm,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Hail, Jizan, Madinah, Makkah, Tabuk",No,No,No,2991503.0,4.055867757522427,Kph,1960,10,1960,12,5.0,19.0,125.0,1.0,157.0,4091584.0,2357691.0,4513690.0,2600849.0,1654395.0,751093.0,66.98140253433796,"[{""adm1_code"":2627,""adm1_name"":""Jizan""}]",2019-12-17,2023-09-25,['Jizan'],22.430379327295466,43.63578957996806
1985-1346-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Extreme temperature,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Najran, Jizan",No,No,No,2368632.0,8.811862209606968,°C,1985,11,1985,12,3.0,12.0,89.0,4.0,155.0,2495550.0,2632667.0,2654762.0,2412511.0,2452577.0,2485941.0,24.30669027570408,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2014-12-17,2023-09-25,"['Asir', 'Makkah']",29.6983384045806,39.30697755780715
1961-1347-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Storm,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Hail, Jizan, Madinah, Makkah, Tabuk",No,No,No,963884.0,3.601769530997074,Kph,1961,10,1961,10,7.0,14.0,89.0,6.0,139.0,2687845.0,4858713.0,2937779.0,2049362.0,407001.0,4959909.0,28.087713919271657,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2007-01-17,2023-09-25,"['Asir', 'Jizan', 'Makkah', 'Najran']",19.32398836819505,44.73120405854981
1961-1348-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Epidemic,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,"Jeddah, Makkah",No,No,No,576315.0,7.116949872108947,Vaccinated,1961,4,1961,12,4.0,11.0,119.0,4.0,167.0,3008666.0,3779205.0,1623701.0,4920384.0,2929525.0,2872961.0,5.355724038177109,"[{""adm1_code"":2631,""adm1_name"":""Northern Frontier""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2005-09-01,2023-09-25,"['Northern Frontier', 'Riyad']",25.149915029947717,48.41454339977972
1981-1349-SAU,No,nat-hyd-flo-flo,Natural,Biological,Epidemic,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,Madinah,No,No,No,1505768.0,4.496994189920099,Vaccinated,1981,7,1981,7,6.0,10.0,110.0,1.0,179.0,4364322.0,1710608.0,2252652.0,4425364.0,3302410.0,1292504.0,106.62529202854869,"[{""adm1_code"":2626,""adm1_name"":""Jawf""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2016-11-23,2023-09-25,"['Jawf', 'Madinah', 'Makkah', 'Tabuk']",25.826603241859186,37.82299972519793
1984-1350-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Asir, Najran, Riyadh",No,No,No,478113.0,3.951032733274205,Km2,1984,4,1984,7,7.0,8.0,105.0,4.0,148.0,466363.0,2428429.0,3393051.0,4953658.0,2882663.0,3609732.0,94.4983616725146,"[{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2009-12-30,2023-09-25,"['Hail', 'Madinah', 'Makkah', 'Tabuk']",26.023421684064893,43.07119314311081
2009-1351-SAU,No,nat-hyd-flo-flo,Natural,Biological,Extreme temperature,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,"Madinah, Makkah, Hail, Tabuk",No,No,No,2368632.0,2.5613969203200497,°C,2009,9,2009,11,3.0,14.0,100.0,3.0,159.0,2495550.0,2632667.0,2654762.0,2412511.0,2452577.0,2485941.0,9.731256101571176,"[{""adm1_code"":2626,""adm1_name"":""Jawf""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2014-06-17,2023-09-25,"['Jawf', 'Madinah', 'Makkah', 'Tabuk']",25.7810781928493,35.6671578320474
1999-1352-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,Madinah,No,No,No,700822.0,6.166322862360583,Km2,1999,5,1999,5,5.0,12.0,100.0,2.0,139.0,2312211.0,4905262.0,3678416.0,3935993.0,990965.0,3483836.0,50.491327983053786,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2011-01-17,2023-09-25,"['Asir', 'Jizan', 'Makkah', 'Najran']",21.656781667269392,42.23677205571676
1999-1353-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Storm,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,Madinah,No,No,No,1498820.0,1.1484666921882043,Kph,1999,11,1999,11,4.0,8.0,109.0,3.0,158.0,4836804.0,4047523.0,4026526.0,4892876.0,753394.0,1520109.0,26.17849607625767,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2020-07-30,2023-09-25,"['Asir', 'Makkah', 'Najran', 'Riyad']",17.551222282027435,40.26825529457732
1993-1354-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Flood,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,Jizan,No,No,No,1517620.0,5.057631494142547,Km2,1993,4,1993,6,3.0,7.0,114.0,4.0,134.0,2006585.0,1984001.0,3049200.0,730660.0,1916026.0,3197563.0,103.47185673420024,"[{""adm1_code"":2626,""adm1_name"":""Jawf""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2024-04-26,2023-09-25,"['Jawf', 'Madinah', 'Makkah', 'Tabuk']",30.795959613829787,47.777552132284
1990-1355-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Extreme temperature,Viral disease,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Najran, Jizan",No,No,No,2248442.0,1.8371024554210047,°C,1990,2,1990,6,5.0,19.0,108.0,1.0,154.0,3119424.0,751195.0,1505476.0,421404.0,2430248.0,3548475.0,30.999983155885097,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2020-02-06,2023-09-25,"['Asir', 'Baha', 'Makkah']",18.150897325371744,47.211003589269005
2003-1356-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Flood,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,4395212.0,4.241249656689319,Km2,2003,3,2003,6,3.0,14.0,111.0,2.0,139.0,4027475.0,855968.0,2246982.0,862456.0,3431882.0,1574325.0,61.51040902686231,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2024-08-18,2023-09-25,"['Asir', 'Makkah']",24.218442749141275,45.41812961055911
1997-1357-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Viral disease,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Najran, Jizan",No,No,No,2600479.0,2.440144360406454,Km2,1997,4,1997,12,3.0,10.0,93.0,2.0,159.0,2507748.0,2610674.0,2595904.0,2539430.0,2614700.0,2480723.0,65.59313147633537,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2005-11-16,2023-09-25,"['Asir', 'Makkah']",26.42111835561983,38.03693275458247
2020-1358-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Epidemic,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Jeddah, Taif, Madinah, Tabuk, Al-Jouf",No,No,No,2924464.0,5.731441271192085,Vaccinated,2020,4,2020,6,6.0,16.0,108.0,3.0,157.0,4660587.0,2384010.0,1162623.0,4611493.0,3736246.0,808736.0,59.98560199989345,"[{""adm1_code"":2627,""adm1_name"":""Jizan""}]",2009-05-09,2023-09-25,['Jizan'],16.412914691059697,35.3041996065113
2022-1359-SAU,No,nat-hyd-flo-flo,Natural,Biological,Extreme temperature,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,Tabuk,No,No,No,2718680.0,4.125739538036993,°C,2022,11,2022,12,1.0,8.0,92.0,3.0,169.0,3181230.0,3670567.0,2822911.0,4713568.0,4579787.0,1043533.0,89.14408623692321,"[{""adm1_code"":2622,""adm1_name"":""Asir""}]",2008-02-09,2023-09-25,['Asir'],22.58489194472044,37.38136872668125
1968-1360-SAU,No,nat-hyd-flo-flo,Natural,Biological,Epidemic,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,454304.0,3.057417088195418,Vaccinated,1968,4,1968,12,4.0,14.0,92.0,4.0,168.0,3920262.0,2217685.0,2023186.0,614185.0,1915822.0,4863001.0,100.22164734100052,"[{""adm1_code"":2628,""adm1_name"":""Madinah""}]",2010-08-14,2023-09-25,['Madinah'],25.40968317187197,48.76276952824356
1980-1361-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,Madinah,No,No,No,872352.0,1.1238596731001227,Km2,1980,5,1980,8,2.0,8.0,101.0,3.0,175.0,3490246.0,1914146.0,4084157.0,3125065.0,2467935.0,3837735.0,86.13813517737327,"[{""adm1_code"":2622,""adm1_name"":""Asir""}]",2024-02-10,2023-09-25,['Asir'],19.05518174200709,35.235085608330884
1992-1362-SAU,No,nat-hyd-flo-flo,Natural,Biological,Storm,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,Jizan,No,No,No,4444252.0,4.378336902686653,Kph,1992,2,1992,2,4.0,5.0,95.0,3.0,121.0,4430239.0,1412488.0,3003160.0,3595059.0,4959074.0,1747915.0,33.753464505422215,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2006-10-09,2023-09-25,"['Asir', 'Baha', 'Makkah']",18.67266850141044,45.76468379514114
1986-1363-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Extreme temperature,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Hail, Jizan, Madinah, Makkah, Tabuk",No,No,No,1778450.0,6.7475317978843306,°C,1986,12,1986,12,6.0,11.0,82.0,3.0,155.0,960125.0,263997.0,3770175.0,2804732.0,3873741.0,1322725.0,54.015145130426085,"[{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2018-02-09,2023-09-25,['Makkah'],23.523759353748503,46.54154992401645
1995-1364-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Extreme temperature,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Hail, Jizan, Madinah, Makkah, Tabuk",No,No,No,1502946.0,4.514426178623975,°C,1995,3,1995,11,6.0,9.0,120.0,3.0,161.0,1763401.0,4639601.0,2785363.0,3760390.0,3932892.0,1268122.0,13.850679785928415,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2025-05-14,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Najran']",31.30486347732562,40.52405488167682
1993-1365-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Extreme temperature,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Najran, Jizan",No,No,No,4990909.0,3.9426577945676513,°C,1993,9,1993,11,2.0,18.0,102.0,0.0,150.0,866819.0,3882761.0,4387767.0,4003311.0,1106447.0,3681979.0,11.8144178093311,"[{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2024-05-06,2023-09-25,['Tabuk'],19.83351812744626,44.32076912110743
2023-1366-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Extreme temperature,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,Asir,No,No,No,1857969.0,8.523210978097485,°C,2023,10,2023,10,3.0,11.0,96.0,6.0,126.0,1913984.0,4468498.0,4279995.0,4459058.0,2985564.0,2231964.0,39.344608130172055,"[{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2010-08-02,2023-09-25,['Tabuk'],21.95703692438824,39.20079808424835
1977-1367-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Storm,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,Asir,No,No,No,2627293.0,1.064677412240087,Kph,1977,4,1977,8,2.0,12.0,92.0,3.0,146.0,3554538.0,4142926.0,3153791.0,715036.0,2710395.0,2373885.0,49.47651182230328,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2020-03-03,2023-09-25,"['Asir', 'Baha', 'Makkah']",28.426241189961967,38.42496254889966
